source,edge,label
1392,343,0
1391,1778,0
1388,583,0
1389,988,0
1388,1957,0
1390,1808,0
1390,1687,0
1390,1600,0
1391,1942,0
1390,725,0
1389,849,0
1388,1305,0
1393,1745,0
1390,1450,0
1390,1671,0
1389,1691,0
1390,1529,0
1390,2012,0
672,851,5
1085,1842,0
1530,398,1
322,1356,1
324,1565,1
1393,1652,4
239,1313,0
1675,1557,5
1676,514,5
1085,957,4
1394,1707,3
324,583,0
322,451,0
323,1470,0
323,1678,0
324,1700,0
325,615,1
325,1574,1
1398,1888,5
327,1697,0
1398,130,4
1398,923,4
1397,1798,4
1397,1738,4
1396,1578,4
848,1635,0
847,1995,0
848,509,0
1445,1443,3
1444,1005,3
1446,1828,3
1445,396,3
1398,103,1
1398,1456,1
1397,1134,4
1132,841,0
1133,343,0
1137,1651,0
1134,1996,0
1134,1704,0
1134,838,0
1134,1632,0
1134,1707,0
1134,1459,0
1133,1175,0
328,881,4
327,1662,4
328,616,4
329,1007,4
326,715,4
1403,1918,1
1400,1765,3
1404,800,4
1404,1278,4
1403,772,4
1405,2061,4
1089,1549,1
1087,1613,1
1089,931,1
1089,1019,1
1089,954,1
1088,1604,1
331,399,4
327,1090,4
328,831,4
329,1547,4
329,1848,4
327,1561,4
329,418,4
330,1327,4
329,521,1
1406,347,0
1407,1888,1
1257,860,4
921,973,3
922,1849,3
921,439,3
921,1699,3
330,708,5
330,458,5
1408,133,4
1407,1891,4
333,462,4
1410,1691,3
1220,1627,5
1222,619,5
1221,226,5
1219,2010,5
1445,510,0
1446,1977,0
1447,725,0
1410,1203,5
1415,1749,5
1356,1948,4
1354,1438,4
366,1470,3
363,1131,3
365,1939,3
336,804,3
333,1606,3
335,1732,3
1413,751,4
1414,426,4
336,1488,4
334,261,4
1418,1941,4
1417,960,4
338,1343,3
339,1664,3
1845,2042,0
1845,2077,0
1845,1554,0
338,552,5
1304,1677,1
339,743,0
339,1707,0
336,1562,0
1091,362,3
1422,1653,4
1420,938,4
1419,993,5
1417,879,5
1419,1585,1
343,533,1
339,1642,4
342,2080,4
343,1967,4
343,972,0
343,103,0
343,419,0
342,1701,0
342,1631,0
343,1707,0
342,1306,0
342,762,0
343,832,0
342,838,0
342,698,0
344,628,0
338,841,0
342,1996,0
342,1997,0
342,1944,0
343,1598,0
341,1516,0
345,374,0
343,991,0
343,1651,0
343,1176,0
340,442,0
343,1527,0
345,251,0
343,1003,0
342,1005,0
343,766,0
342,935,0
344,2018,0
343,449,0
342,527,0
341,942,0
342,1745,0
342,1602,0
342,1474,0
343,1959,0
342,882,0
341,2095,0
342,537,0
342,797,0
342,1897,0
343,1756,0
342,399,0
344,883,0
344,720,0
343,887,0
342,741,0
343,1907,0
342,746,0
342,1392,0
343,1882,0
343,1427,0
343,816,0
343,345,0
342,613,0
1423,1267,4
1421,497,4
345,553,1
1422,926,0
1626,2043,3
1424,855,0
1426,420,0
347,1003,3
348,2041,3
346,817,3
430,259,4
432,1011,4
1426,1890,0
1429,975,0
1428,687,0
1430,951,0
1428,562,0
348,648,1
351,914,1
344,543,1
351,556,5
349,1966,5
1429,1930,3
1430,2089,5
1431,1528,5
1433,525,5
1433,1577,5
1433,1667,5
1433,687,1
352,1843,5
350,1637,5
351,256,5
351,605,5
354,1923,4
352,1517,4
1436,1988,4
1441,717,4
1436,1922,4
1421,584,0
1425,461,0
1423,1450,0
255,1603,0
256,1449,0
254,2009,0
256,1858,0
255,1003,0
1092,993,5
1095,1740,5
1094,382,5
1093,751,5
1266,883,4
1267,257,4
1996,723,1
1443,1480,1
360,605,3
1448,1005,3
1445,596,3
1449,2040,3
1448,816,3
356,1980,3
357,357,3
357,690,3
358,292,3
360,881,4
364,1735,4
358,885,4
360,891,4
1222,929,2
1444,1920,4
1442,465,4
344,2051,3
344,1604,3
1444,1818,3
360,2109,5
360,1919,5
2007,1155,4
2002,1900,4
2002,776,4
2002,966,4
2003,2017,4
1444,757,5
1447,847,5
1446,1737,5
1443,968,5
363,1700,3
364,440,3
364,760,3
239,544,1
366,733,4
367,713,4
561,884,4
562,2101,4
369,701,5
369,811,0
371,1689,1
369,1633,1
1452,394,4
1449,712,4
377,1677,0
374,491,0
373,937,0
377,1550,4
1273,1602,3
376,1938,3
377,1135,3
376,1779,3
1452,1607,0
1450,504,0
1450,1644,0
1452,707,0
1448,1479,0
1451,964,0
1450,1758,0
1451,1002,0
1452,2052,4
377,461,5
379,374,5
380,2000,1
1151,804,3
380,767,0
382,529,4
1102,648,3
1102,930,3
1099,581,3
1098,1930,3
1460,1930,2
385,1134,4
384,663,1
384,1828,1
1461,958,4
1460,1494,4
1460,1141,4
1278,1899,2
1453,1474,5
1456,1521,5
1453,1526,5
1453,1789,5
387,2047,0
388,1115,0
386,981,0
388,1837,2
391,725,0
391,1843,0
389,945,0
395,500,3
392,1631,3
389,1059,3
391,941,3
393,572,3
1463,1821,5
1463,624,4
1463,956,4
1463,893,3
1464,276,3
394,1802,3
393,855,3
393,1970,3
1467,522,2
395,1691,3
396,494,3
394,1973,3
394,1010,3
1467,784,2
1468,1923,2
1472,1818,0
1473,428,2
558,1934,1
395,1762,3
395,1005,3
395,1832,3
392,853,3
394,2040,3
1753,1523,5
1753,503,5
1759,1843,5
564,712,4
1672,615,2
1478,1522,5
1474,758,5
1475,1788,5
1474,1982,5
397,2098,4
1470,1557,0
1474,503,0
1635,422,4
1637,666,4
1281,968,0
1476,592,3
1478,596,3
1480,2009,0
1476,612,0
1478,698,0
1477,1846,0
398,1588,4
399,1870,4
398,2065,4
398,1917,4
397,422,4
398,618,4
396,547,4
1281,256,4
1284,2063,4
1280,774,4
1283,943,4
1482,858,1
396,831,0
399,916,0
397,416,0
398,1327,0
398,1024,0
1456,2026,1
1456,1783,1
1481,1704,1
1482,540,1
1482,1664,5
1481,1001,0
401,522,1
1484,984,0
1485,2045,0
1485,501,5
1485,794,5
404,950,0
403,458,0
402,704,0
165,453,1
1487,1385,3
1486,2015,3
1488,882,4
1490,1522,4
1488,1584,4
1489,448,4
1492,446,4
1491,1610,4
1491,1526,4
1491,585,4
662,1760,0
661,934,0
664,599,0
662,734,0
656,2019,0
408,1938,3
739,970,5
739,921,5
1640,1842,5
409,1009,1
411,1720,1
1492,881,4
1490,1999,5
742,641,3
743,1472,3
413,1810,0
412,2017,0
414,467,1
415,1907,5
1329,1373,3
1329,1804,3
1331,108,3
1331,2044,3
416,2057,3
417,733,3
1283,678,4
1284,534,4
1285,1785,4
1283,1880,4
1497,1169,2
1497,1847,2
1497,2037,2
2060,656,1
2058,799,1
418,832,0
418,1945,0
418,1325,0
1203,851,1
1203,1564,1
1498,1569,1
1496,518,1
1498,1382,1
2015,994,4
1499,2100,1
1498,851,1
1501,429,1
1503,1526,5
1499,1181,5
1500,1578,5
419,718,4
419,1025,0
742,880,4
744,1521,4
1859,530,5
1856,1534,5
1692,727,5
1695,723,5
1695,952,5
1503,940,5
422,1517,4
420,2003,4
385,781,2
382,1648,2
385,729,2
384,2035,2
1503,734,0
1503,1697,0
422,1534,5
423,2036,5
1503,2029,3
420,684,1
385,1941,5
426,1643,4
424,752,4
1511,1647,5
1510,623,5
1511,1440,1
1513,1888,4
1513,717,4
1507,1922,4
425,1878,2
1514,915,1
428,271,4
389,485,1
430,1786,2
431,733,0
437,636,3
436,1596,3
435,1561,3
437,1968,3
1518,449,1
1518,732,1
1521,1643,5
1519,1728,5
1520,1367,5
1111,892,4
1110,259,4
436,1526,5
437,1184,5
437,1578,5
439,722,1
1979,1780,5
1978,521,5
1977,1843,5
1978,725,5
1981,981,5
1977,499,5
1524,1778,0
1524,1662,0
1521,725,0
1524,1671,0
439,712,4
1525,1800,4
2098,1603,4
440,808,3
441,1851,3
443,1639,3
441,2041,3
441,727,3
440,1729,3
1641,777,3
443,1336,1
1525,1301,5
1526,2089,5
1526,803,5
1524,871,5
1526,1578,5
1527,1717,5
1525,1931,5
1527,1665,5
1527,465,5
1527,890,5
1530,1678,0
1529,2018,0
1530,531,0
595,1798,4
596,1621,4
600,1957,4
597,1787,4
599,2095,4
442,1000,0
445,680,0
548,2073,4
551,563,4
656,795,1
657,749,1
1302,477,4
1301,1918,4
1304,1754,4
1782,1385,3
1783,2013,3
273,240,3
278,1593,3
278,2036,3
446,444,1
1531,255,3
446,458,5
447,1492,5
449,549,5
449,1537,5
449,448,5
449,523,5
449,1824,5
450,569,5
449,539,5
451,1819,5
1534,532,5
452,1679,0
452,485,0
1534,1662,2
451,1686,1
1537,1823,5
1538,780,5
1539,1785,4
1112,2046,0
1113,1605,0
1111,982,0
1540,539,0
1728,248,1
1728,961,1
453,724,1
1640,650,2
1641,258,2
295,1154,5
1542,1951,4
460,1621,2
1691,1741,0
1692,915,0
1692,504,0
1691,1027,0
1692,1958,0
1542,1572,4
1542,1785,4
940,943,2
1113,1898,2
1114,1969,2
455,868,1
1291,793,5
1545,511,0
457,838,0
455,941,0
1548,1987,4
1549,1833,4
1549,1924,4
1550,1505,4
1547,578,4
1547,1840,4
1548,720,4
1548,2004,4
1549,794,4
481,480,0
485,1640,0
482,840,0
481,1694,0
481,1678,0
461,704,0
1958,1864,0
1959,1013,0
1556,957,4
1550,789,4
1292,1011,1
1291,1702,1
1290,566,1
1467,786,3
1552,547,0
1551,908,0
1551,750,0
1849,787,2
1847,2038,2
2063,1310,2
2063,976,2
463,707,2
1553,1951,4
464,765,0
461,788,0
461,868,0
463,1362,0
1555,1667,2
1553,2077,2
1552,1153,2
1555,1360,2
469,2036,4
512,498,0
512,2101,0
511,2043,0
515,953,0
464,1639,4
466,1555,4
463,1517,4
1553,508,3
1469,2061,0
1471,635,0
1469,1567,0
1470,538,0
468,1861,4
1852,626,5
468,1847,0
468,544,0
469,636,0
469,1697,0
470,2051,0
470,752,0
1857,2051,3
1643,1364,5
1645,1728,5
470,1937,3
467,597,3
472,1589,1
471,650,1
471,1625,1
1559,1687,3
1562,884,0
1561,525,0
1561,562,0
1561,953,0
1152,1889,5
1154,1913,5
1153,1438,5
2022,723,4
2023,580,4
477,1889,5
476,1916,0
1861,1853,4
1563,885,1
1563,517,1
1564,688,1
477,1344,0
481,987,0
479,1737,0
478,1757,0
477,1846,0
479,1600,0
477,1002,0
1563,741,1
480,1001,0
480,1819,0
1473,800,3
1474,1945,3
1471,497,3
1476,1953,3
1566,2037,3
1565,1851,3
1565,985,3
1203,700,4
484,705,0
1298,1157,5
1298,1984,5
1298,2091,5
487,505,5
1878,1785,4
1882,806,4
1605,704,0
1604,1644,0
1604,2009,0
1603,584,0
1604,1846,0
215,540,5
1570,1784,2
484,253,3
486,805,3
486,597,3
489,1981,0
489,1721,0
487,1920,0
1572,850,1
491,1910,1
490,737,1
1578,1734,3
1576,1578,3
1576,129,3
1577,644,3
1578,800,3
494,1738,0
492,1993,5
496,1691,3
1703,516,3
2040,932,3
550,781,5
552,1819,5
1836,770,4
1837,1902,4
498,980,0
1856,569,2
1581,619,2
951,783,5
955,717,5
1582,1433,1
1582,982,4
497,859,3
501,500,3
499,1883,2
501,795,4
502,972,4
498,931,4
502,1812,4
504,2103,0
503,727,0
498,1559,0
504,1131,2
505,1504,2
504,1608,2
504,1922,5
757,1786,5
756,257,5
507,707,0
505,699,0
504,1644,0
504,2009,0
504,612,0
507,1846,0
1586,724,1
507,2079,0
509,2022,0
508,1655,0
506,568,1
508,852,1
510,884,5
1588,1221,1
1587,135,1
1478,1891,0
1479,70,0
1476,889,0
1588,1622,1
510,725,5
514,2005,5
512,954,5
1488,1440,1
1592,854,0
1591,752,0
1592,1727,1
1595,1651,1
522,2028,1
520,672,1
519,598,3
1595,2035,3
1595,1850,3
1600,984,3
520,784,1
522,854,1
521,878,1
68,1647,0
522,547,5
523,1650,5
520,1635,5
521,751,5
522,1841,5
520,727,5
521,847,5
523,1599,5
524,1917,4
524,703,4
1600,1600,5
1598,939,0
1599,614,0
1598,562,0
1600,577,4
1600,1611,4
1602,789,3
1598,1886,3
524,1577,5
525,1666,5
526,1011,5
527,1901,0
525,1936,1
525,816,1
527,623,1
526,21,1
528,2065,5
528,1753,5
222,1783,4
400,1922,4
529,844,5
1605,981,0
535,948,3
760,711,1
763,1705,1
535,988,4
536,808,4
1608,1761,3
1606,1848,3
1605,2034,3
1606,721,3
1608,1606,3
1607,1682,3
1606,1769,3
1606,1120,4
534,589,0
537,1979,0
537,2021,0
535,604,0
1609,783,3
1612,1501,4
1610,2018,4
1611,1974,4
1613,1755,4
540,1835,3
536,1019,3
1611,1722,4
71,1910,1
540,1776,0
1615,959,4
1615,1942,4
1616,1730,3
1617,568,3
1441,1559,4
541,919,4
1622,720,2
1618,1786,2
547,258,4
1503,2015,3
1621,868,3
545,134,1
1862,882,4
1861,1638,4
547,1628,0
547,635,0
548,1778,0
547,904,0
402,1665,1
400,1769,1
229,1771,0
1623,1337,1
555,1680,0
557,2016,0
1626,1847,0
1622,882,0
404,2063,0
1121,1630,5
557,720,4
559,1746,3
1863,678,0
1867,613,0
559,2069,5
559,1539,5
1628,753,0
1627,2051,0
1627,946,0
561,1939,4
1630,1383,1
1629,583,1
863,1966,0
562,687,0
1631,1676,1
563,2026,4
563,2073,4
562,1505,4
563,1785,4
1970,982,0
1970,597,0
1971,107,0
1633,992,3
565,1562,2
566,899,2
1433,723,1
1436,1665,1
566,1013,0
1636,2052,5
569,1702,1
567,851,1
569,569,2
569,700,2
569,899,2
569,1776,5
570,1820,5
572,1058,3
572,2050,3
1640,1785,4
1568,2062,0
1566,1773,0
573,2104,0
573,734,0
1660,258,2
1661,1781,2
1659,651,2
1659,608,2
1660,652,2
1923,1987,4
1922,1516,4
1922,806,4
1925,1840,4
1923,710,4
1924,794,4
1642,646,4
574,2004,5
576,662,1
1126,158,3
577,1819,0
576,1698,0
575,968,1
579,1837,1
1777,1902,2
371,1895,1
372,1572,1
1649,1917,5
1649,622,5
1651,942,0
1645,1305,0
1650,977,0
1649,837,0
1649,1392,0
1649,600,0
1650,840,0
580,1960,2
1650,624,1
580,2081,3
582,1993,3
582,744,3
582,643,3
1653,1552,4
1652,1920,4
1654,1699,4
1655,599,3
1658,1135,4
1659,1880,4
1664,2086,3
1665,819,3
1667,1512,3
1666,1803,3
1662,899,3
1658,642,1
583,584,5
1660,2036,5
2098,1971,4
1660,2057,2
1662,2098,2
1662,996,5
1664,1923,5
1663,1779,5
1663,2100,5
1660,771,5
1663,978,5
1665,615,4
1665,2049,4
1667,2089,5
1666,1577,5
1666,1888,0
1668,1917,0
1839,1517,4
1835,719,4
1840,709,4
1839,1504,4
1835,2003,4
1838,1793,4
1667,1428,3
1669,239,3
1668,1595,3
588,1690,5
590,1819,4
586,1721,0
588,754,0
590,871,5
1671,1794,5
1671,1558,5
593,918,2
1756,2041,0
1497,802,4
594,892,5
1676,1743,4
1679,1744,5
1681,1368,5
1679,480,5
595,433,5
593,906,5
594,991,5
1683,2089,3
1682,1690,3
1683,906,3
1684,826,1
598,853,3
598,592,3
598,236,3
597,846,3
599,1005,3
599,1174,3
598,967,3
597,598,3
601,2045,3
1689,1155,1
601,643,0
606,840,0
601,1263,0
601,2019,0
1736,711,3
177,607,3
18,1016,1
20,626,1
604,1921,1
1689,849,3
605,701,2
604,258,2
603,774,2
607,1781,2
609,651,2
606,783,2
605,739,2
607,1787,4
610,1871,4
609,1784,4
612,953,4
1481,269,3
1485,1707,3
595,1935,3
593,2021,3
592,817,3
591,856,3
591,1931,3
590,1169,3
592,1716,3
613,1808,0
616,892,0
610,696,0
611,1951,0
2043,1818,3
2041,2042,3
2045,110,3
1130,1939,3
1131,2014,3
616,1001,1
615,626,1
618,1723,1
617,1574,1
615,801,1
615,640,1
1132,1941,2
1698,1701,0
1700,941,4
1698,1784,4
1701,742,4
619,694,4
621,793,4
1703,981,0
1705,1155,1
621,551,2
620,277,2
238,1430,2
239,2035,2
2045,1855,0
1711,962,1
1708,992,3
1711,936,3
1713,854,5
1712,1771,5
623,1918,5
623,1533,3
1715,900,3
1717,814,3
970,2010,0
970,584,0
624,672,1
625,2001,1
626,818,1
628,2058,5
627,874,5
628,629,0
631,801,0
1425,731,3
629,1775,5
1721,753,0
1721,912,0
631,1982,4
1787,1572,1
631,2064,4
633,1753,4
1725,1154,1
1727,720,1
632,797,3
632,998,3
632,854,3
633,1934,3
632,902,3
1729,853,5
1730,723,5
2064,1971,0
1572,639,1
1732,726,0
635,860,4
635,2012,4
1325,821,1
638,905,5
635,946,5
1732,969,4
1735,2052,4
1737,720,3
638,1156,1
639,1784,4
639,806,4
643,649,3
642,2080,3
644,1994,3
643,1931,3
644,930,3
644,644,3
644,923,4
1740,724,1
645,685,1
1739,990,5
1741,718,5
1740,938,5
1742,1943,5
1741,750,5
648,755,5
647,1010,5
647,2070,5
646,965,5
1681,1748,4
648,2081,3
648,1991,3
651,691,2
648,257,2
651,652,2
1742,2051,0
653,256,2
653,1782,2
245,1823,4
653,1788,4
1744,1996,0
1748,761,3
247,442,1
248,1942,1
654,2057,0
657,992,4
1748,985,4
1749,1919,2
1752,1020,2
656,998,0
657,734,0
975,692,3
1754,1918,4
657,256,1
1753,586,0
1757,1646,0
1758,2009,0
1758,968,0
1757,1846,0
659,2052,0
662,1189,0
661,2023,0
661,750,0
664,664,4
668,1714,4
1855,958,4
1313,799,1
1763,1003,3
1760,857,3
666,746,4
1766,856,3
670,1367,0
670,274,0
669,770,0
671,649,1
674,1336,1
1878,1745,0
673,1784,4
255,1928,3
254,276,3
1503,1516,4
1504,641,4
1506,2103,4
1505,917,4
1770,854,0
1333,1882,4
682,767,0
1773,2059,0
1776,856,5
1778,944,4
682,800,0
682,1001,0
686,1216,1
1779,955,4
255,1812,4
686,976,0
688,951,0
1784,823,4
1785,1951,4
1784,794,4
1784,1988,4
1784,946,4
1785,1892,4
1786,774,4
1783,1865,4
1784,1834,4
1783,954,4
1785,896,4
1785,1904,4
1785,1022,4
1785,746,4
1788,512,4
1785,2104,4
1784,781,4
1424,1890,0
1423,977,0
1422,951,0
1786,998,4
1785,956,4
690,548,3
691,296,3
1688,927,4
1885,1884,3
690,691,4
1788,1024,5
1788,805,5
1789,761,5
1789,1523,5
1789,757,5
1793,779,1
1793,1517,1
256,881,4
258,2068,4
693,1735,3
694,790,3
697,756,0
697,1819,3
697,724,1
1796,1780,3
700,1345,0
698,1644,0
699,706,0
699,1874,0
701,701,1
700,1703,1
700,735,5
699,2068,5
1798,791,4
1796,1990,4
1799,129,4
1798,794,4
1337,737,1
1800,1801,3
1805,729,3
703,1941,4
702,960,4
253,238,3
253,1817,3
2080,1969,4
1804,862,3
1806,1006,3
1805,109,3
705,1645,0
706,1005,0
707,708,2
1809,882,4
1809,1678,0
1515,1908,0
1514,734,0
2103,1989,3
711,1892,4
716,954,4
1144,1019,0
717,1985,4
719,805,4
717,640,4
715,965,4
719,792,4
1816,1942,5
1603,1696,4
1517,1987,4
1517,600,4
1516,640,4
1518,793,4
1820,1982,5
720,1848,3
723,1006,3
1822,1861,4
1824,1811,4
726,725,3
724,1854,3
725,853,1
722,1217,1
724,1896,1
724,1990,1
725,1933,1
725,829,1
725,950,0
723,1973,0
1824,726,0
725,1780,0
726,1846,0
726,1920,0
726,983,0
1824,890,3
2005,1019,3
1825,1006,3
1827,984,4
1828,1013,4
1826,1023,3
731,2062,2
1829,1832,3
1829,2038,3
1831,809,0
734,1264,0
733,838,0
738,2018,0
730,840,0
1834,956,4
735,1975,2
735,874,4
736,926,4
1265,2019,0
737,2066,5
1838,289,3
741,839,1
480,992,3
745,945,4
1845,1557,5
1847,584,0
1843,990,0
1846,2033,0
1846,964,0
270,1937,4
271,819,4
269,851,4
748,748,5
1974,2087,4
1976,2056,4
1974,868,4
1974,835,4
1975,903,4
1975,783,4
750,1169,4
752,874,4
750,783,4
748,1920,4
1864,1748,0
1643,1645,0
1643,1003,0
1851,971,3
1853,1776,0
752,2054,3
745,904,3
752,956,3
750,908,3
751,947,3
752,981,3
754,782,3
750,1531,3
755,812,4
758,917,0
758,964,5
1593,1432,3
1595,2034,3
1892,1529,2
1888,1960,2
761,1521,5
760,981,5
1858,764,0
1523,806,5
1522,1982,5
764,2109,0
1893,652,1
765,946,4
771,808,3
99,977,4
773,798,4
771,943,4
1312,975,2
1868,993,3
1864,2102,3
1045,1819,2
1041,1879,2
775,837,3
1876,1999,2
775,2020,4
1706,929,3
1705,899,3
1876,2064,1
1876,1752,1
1876,903,1
774,292,5
1876,2009,0
780,812,1
1877,890,4
780,1955,4
784,1904,4
1879,860,4
1878,1307,4
1881,1559,4
782,918,4
782,972,3
1779,2101,0
1779,1557,0
1881,943,4
1706,268,0
1707,1001,0
1706,2091,0
786,1173,5
785,877,5
787,1992,3
790,2050,4
787,802,4
792,844,0
792,1949,0
793,1889,0
792,976,0
792,1326,0
1901,1021,4
1901,966,4
1902,2017,4
1891,584,0
1889,975,0
1889,951,0
1890,133,4
1887,2016,4
795,2103,2
797,871,2
107,1375,3
1953,1950,0
1896,235,3
798,2061,4
2081,928,3
2080,1931,3
2080,1995,3
799,1019,0
1899,1900,3
795,2049,4
1155,1027,4
812,974,3
1161,1183,5
1911,1552,1
1978,863,5
1913,820,1
814,135,1
815,648,1
817,1003,3
820,820,3
821,849,3
820,2062,4
1912,2078,3
1914,1000,3
1580,2090,5
1578,1577,5
1576,980,5
1576,1983,5
1577,1183,5
1577,463,5
1577,891,5
829,2058,4
1917,2109,3
1918,1026,3
1918,936,1
1917,1553,1
831,1942,0
830,1326,0
1924,235,3
831,1979,3
833,874,3
836,866,2
835,918,4
835,838,2
836,978,0
837,909,0
1929,2013,3
1927,1383,3
1929,1995,3
1931,1534,3
840,943,0
843,978,0
846,1304,0
1931,1535,3
1935,650,1
1943,294,5
1944,1025,5
1946,354,0
849,1007,3
1947,2002,4
853,651,1
853,985,0
854,650,1
1950,1981,3
275,2007,5
859,1361,5
857,1361,4
866,1226,1
870,2100,3
870,1942,4
2087,1998,1
1956,882,4
1953,1018,4
1956,1981,3
872,970,5
874,918,2
1955,882,4
1959,2095,4
876,876,3
1217,2005,1
1960,1003,0
1960,1900,0
1221,905,1
1360,2012,4
882,1367,4
882,970,4
882,2053,4
874,893,4
880,2093,4
1514,978,0
1515,951,0
1563,1714,4
885,966,0
885,2055,1
1715,1914,4
1962,1965,5
1963,1978,5
2082,2033,5
2083,1930,5
1966,1003,5
889,2106,3
889,2022,3
1168,2036,4
1972,951,0
889,2054,4
269,1004,0
895,1383,3
894,2016,3
1364,905,0
296,1981,3
603,603,4
904,2052,0
905,947,0
905,2076,0
907,2051,0
907,956,0
906,948,0
1979,2020,0
1731,1729,3
919,969,1
1995,928,3
1993,1735,3
1994,900,3
1998,2101,4
1884,650,1
1999,963,1
926,997,3
2099,970,4
931,129,3
1735,129,4
2013,988,0
2009,2016,0
2010,1002,0
2022,1021,4
2017,1014,0
942,1550,0
2022,2023,0
948,960,0
2026,1189,0
951,2043,5
2033,2035,5
2035,2036,3
2034,985,3
582,2040,0
585,1003,0
1925,2062,4
1184,1028,5
1181,980,5
2040,2078,3
960,961,4
2042,993,0
968,1001,0
971,1007,4
406,2099,4
899,1561,2
2056,993,0
1989,1992,3
650,650,1
981,1718,5
2066,2068,5
2066,1752,5
2080,995,3
998,1001,3
1003,1001,0
1792,1937,4
357,1024,4
1349,1942,4
1422,450,0
247,1817,0
856,1140,0
1901,1886,3
1564,866,3
1986,1104,4
2035,376,3
1723,1147,1
1127,217,0
242,110,0
570,1846,2
964,561,3
2002,850,4
603,1319,3
1834,828,3
1788,1807,5
674,438,0
1243,678,5
285,1845,1
170,725,0
242,856,0
906,1214,0
1836,1265,3
801,1656,4
1286,1803,0
1106,1916,0
2021,262,3
513,2084,0
551,1116,0
43,215,3
1581,1455,2
859,1529,0
2034,1999,3
822,1464,1
1754,1630,0
354,312,4
357,603,1
1732,21,0
1491,1110,4
1169,1586,0
1689,522,0
1608,514,3
1095,1493,4
527,90,1
870,1077,4
901,1263,2
620,816,5
1658,351,0
325,1508,1
624,267,3
995,1927,0
857,417,0
354,1774,4
999,954,3
1548,614,5
34,528,1
568,764,2
489,77,1
253,950,5
777,86,4
264,605,0
1392,1215,0
290,1917,1
2084,606,0
1446,1865,0
374,1341,0
689,610,3
1073,277,4
1342,1858,3
1418,191,4
995,1359,5
668,413,5
1459,1620,0
377,974,4
37,1730,0
694,1841,0
898,1901,5
1738,1846,0
1710,422,3
1500,401,5
